timestamp,temperature_C,humidity_percent,pressure_hPa,soil_moisture_percent,anomaly_flag
2025-09-02 11:30:00,33.26,56.22,991.99,57.64,0
2025-09-02 11:40:00,28.42,72.42,1006.8,59.82,0
2025-09-02 11:50:00,33.79,58.62,1002.69,66.93,0
2025-09-02 12:00:00,26.14,67.17,1009.66,47.0,0
2025-09-02 12:10:00,28.82,61.97,1009.06,79.83,0
2025-09-02 12:20:00,27.57,62.81,995.17,41.16,0
2025-09-02 12:30:00,30.41,72.66,993.48,53.51,0
2025-09-02 12:40:00,41.57,54.6,1010.37,53.68,0
2025-09-02 12:50:00,20.66,84.45,1009.08,33.17,0
2025-09-02 13:00:00,33.43,46.79,1004.59,45.71,0
2025-09-02 13:10:00,21.94,59.02,994.74,52.42,0
2025-09-02 13:20:00,27.64,68.7,1011.77,43.52,0
2025-09-02 13:30:00,35.44,70.84,1018.18,86.61,0
2025-09-02 13:40:00,30.32,64.0,1010.22,37.42,0
2025-09-02 13:50:00,24.61,64.43,1001.22,67.69,0
2025-09-02 14:00:00,26.42,69.11,1008.36,62.85,0
2025-09-02 14:10:00,33.4,62.69,997.07,49.79,0
2025-09-02 14:20:00,26.35,78.93,1016.46,37.02,0
2025-09-02 14:30:00,31.08,73.39,1008.65,38.48,0
2025-09-02 14:40:00,30.23,73.73,993.85,42.23,0
2025-09-02 14:50:00,26.74,55.34,1005.59,23.21,0
2025-09-02 15:00:00,40.72,64.21,1011.71,34.95,0
2025-09-02 15:10:00,33.17,62.0,1005.34,27.76,0
2025-09-02 15:20:00,19.87,54.94,1005.79,70.19,0
2025-09-02 15:30:00,30.93,68.6,998.2,59.28,0
2025-09-02 15:40:00,26.69,59.62,1012.53,61.79,0
2025-09-02 15:50:00,34.26,71.55,1002.81,58.83,0
2025-09-02 16:00:00,26.04,54.3,990.75,52.5,0
2025-09-02 16:10:00,29.43,82.19,1005.03,71.91,0
2025-09-02 16:20:00,32.52,56.04,1015.85,40.84,0
2025-09-02 16:30:00,34.33,67.19,1004.9,51.6,0
2025-09-02 16:40:00,24.0,72.92,1021.9,61.21,0
2025-09-02 16:50:00,28.33,59.29,1011.43,30.18,0
2025-09-02 17:00:00,27.63,73.52,1010.71,90.0,0
2025-09-02 17:10:00,26.73,52.71,1006.97,50.43,0
2025-09-02 17:20:00,38.83,79.52,1007.45,52.13,0
2025-09-02 17:30:00,32.02,65.14,1005.89,68.85,0
2025-09-02 17:40:00,23.7,59.04,1005.58,63.72,0
2025-09-02 17:50:00,34.59,62.01,1012.25,50.57,0
2025-09-02 18:00:00,40.61,73.09,1000.51,51.95,0
2025-09-02 18:10:00,35.16,59.16,999.39,27.44,0
2025-09-02 18:20:00,22.4,57.51,999.01,41.65,0
2025-09-02 18:30:00,27.58,62.78,1024.37,57.76,0
2025-09-02 18:40:00,36.33,53.23,1012.24,56.66,0
2025-09-02 18:50:00,26.46,83.21,1010.44,68.32,0
2025-09-02 19:00:00,32.22,59.34,999.54,48.19,0
2025-09-02 19:10:00,33.87,73.32,1012.99,29.19,0
2025-09-02 19:20:00,25.37,67.09,1007.07,65.85,0
2025-09-02 19:30:00,11.8,21.27,977.85,97.06,1
2025-09-02 19:40:00,15.0,64.94,1000.19,63.47,0
2025-09-02 19:50:00,24.88,72.84,1009.28,47.55,0
2025-09-02 20:00:00,28.74,63.12,1004.61,65.67,0
2025-09-02 20:10:00,23.76,76.93,1001.88,90.0,0
2025-09-02 20:20:00,38.16,75.22,1013.87,51.73,0
2025-09-02 20:30:00,22.85,74.19,995.7,30.32,0
2025-09-02 20:40:00,27.8,60.4,1012.52,41.21,0
2025-09-02 20:50:00,30.65,54.2,1013.48,59.38,0
2025-09-02 21:00:00,37.21,58.86,1000.96,25.93,0
2025-09-02 21:10:00,22.82,66.96,1001.44,52.54,0
2025-09-02 21:20:00,35.82,70.46,1006.22,55.71,0
2025-09-02 21:30:00,43.34,26.47,1028.16,0.07,1
2025-09-02 21:40:00,25.09,64.92,1006.78,69.65,0
2025-09-02 21:50:00,32.31,66.58,1011.47,62.97,0
2025-09-02 22:00:00,31.0,62.22,1022.1,17.56,0
2025-09-02 22:10:00,27.0,77.91,1003.94,63.82,0
2025-09-02 22:20:00,30.35,69.22,994.28,60.58,0
2025-09-02 22:30:00,28.07,78.1,1014.61,53.84,0
2025-09-02 22:40:00,30.57,62.84,1021.47,24.05,0
2025-09-02 22:50:00,33.31,74.37,1011.14,38.35,0
2025-09-02 23:00:00,37.93,81.35,999.3,32.5,0
2025-09-02 23:10:00,23.81,78.12,1007.01,19.77,0
2025-09-02 23:20:00,40.67,54.08,999.05,49.96,0
2025-09-02 23:30:00,20.24,62.46,1013.14,38.03,0
2025-09-02 23:40:00,29.24,61.55,997.19,89.38,0
2025-09-02 23:50:00,32.94,69.89,1005.6,47.47,0
2025-09-03 00:00:00,31.4,71.86,999.97,69.41,0
2025-09-03 00:10:00,26.89,56.61,1009.01,26.46,0
2025-09-03 00:20:00,28.96,65.68,1005.07,42.05,0
2025-09-03 00:30:00,27.53,44.8,1009.41,51.45,0
2025-09-03 00:40:00,27.05,79.42,1008.18,36.38,0
2025-09-03 00:50:00,34.25,59.88,1000.11,43.67,0
2025-09-03 01:00:00,31.79,65.56,1013.02,46.73,0
2025-09-03 01:10:00,26.54,61.9,1007.61,46.49,0
2025-09-03 01:20:00,34.5,76.46,1000.09,77.83,0
2025-09-03 01:30:00,31.54,36.62,1025.93,55.67,0
2025-09-03 01:40:00,34.06,64.83,1011.81,57.19,0
2025-09-03 01:50:00,33.15,63.94,1006.77,58.09,0
2025-09-03 02:00:00,25.86,60.46,1019.32,59.19,0
2025-09-03 02:10:00,27.2,82.26,1022.73,48.76,0
2025-09-03 02:20:00,33.74,56.13,1006.84,45.19,0
2025-09-03 02:30:00,33.05,72.72,1010.78,52.5,0
2025-09-03 02:40:00,29.9,68.56,1000.1,67.35,0
2025-09-03 02:50:00,30.59,77.62,1006.82,66.89,0
2025-09-03 03:00:00,36.39,58.33,1006.41,46.39,0
2025-09-03 03:10:00,27.04,57.67,1009.48,61.52,0
2025-09-03 03:20:00,32.74,75.96,1010.66,47.08,0
2025-09-03 03:30:00,28.99,69.25,1012.48,50.51,0
2025-09-03 03:40:00,28.91,49.55,1009.9,42.9,0
2025-09-03 03:50:00,35.49,59.61,998.31,47.28,0
2025-09-03 04:00:00,34.13,68.86,1000.49,70.12,0
2025-09-03 04:10:00,34.07,73.38,1003.63,51.39,0
2025-09-03 04:20:00,36.53,58.21,1005.74,52.03,0
2025-09-03 04:30:00,30.11,35.86,1016.41,28.29,0
2025-09-03 04:40:00,33.41,70.23,998.7,45.36,0
2025-09-03 04:50:00,28.45,52.8,1005.14,46.38,0
2025-09-03 05:00:00,31.62,44.83,1015.62,37.56,0
2025-09-03 05:10:00,29.35,36.68,1005.6,50.32,0
2025-09-03 05:20:00,30.48,73.14,1011.68,43.56,0
2025-09-03 05:30:00,32.98,66.29,1006.88,51.2,0
2025-09-03 05:40:00,25.91,62.74,1010.05,51.82,0
2025-09-03 05:50:00,40.46,78.89,1006.17,35.66,0
2025-09-03 06:00:00,24.97,71.37,1013.34,44.02,0
2025-09-03 06:10:00,23.93,81.16,995.64,51.16,0
2025-09-03 06:20:00,35.79,51.07,1005.09,67.76,0
2025-09-03 06:30:00,33.96,64.65,1010.37,53.85,0
2025-09-03 06:40:00,33.12,48.83,1012.27,40.07,0
2025-09-03 06:50:00,33.14,62.71,1019.94,55.99,0
2025-09-03 07:00:00,29.94,62.51,1004.87,75.61,0
2025-09-03 07:10:00,25.51,71.27,1019.84,63.75,0
2025-09-03 07:20:00,30.38,65.46,1002.73,58.21,0
2025-09-03 07:30:00,26.61,71.23,1018.63,60.88,0
2025-09-03 07:40:00,34.88,72.03,1014.54,71.6,0
2025-09-03 07:50:00,29.26,86.55,1000.69,66.13,0
2025-09-03 08:00:00,25.87,61.85,1010.46,58.5,0
2025-09-03 08:10:00,28.39,55.59,1007.59,66.03,0
2025-09-03 08:20:00,32.06,67.46,1013.0,33.78,0
2025-09-03 08:30:00,27.18,56.98,1006.21,27.47,0
2025-09-03 08:40:00,25.89,79.82,1005.54,52.36,0
2025-09-03 08:50:00,31.22,62.17,1018.95,51.03,0
2025-09-03 09:00:00,31.22,59.34,1007.21,41.84,0
2025-09-03 09:10:00,27.47,60.29,1014.61,62.39,0
2025-09-03 09:20:00,27.64,72.18,1006.2,22.06,0
2025-09-03 09:30:00,31.16,63.42,1021.33,41.98,0
2025-09-03 09:40:00,22.76,58.58,1002.57,42.73,0
2025-09-03 09:50:00,22.96,81.65,1003.09,25.46,0
2025-09-03 10:00:00,26.41,56.44,1020.2,72.42,0
2025-09-03 10:10:00,28.93,65.36,1004.44,29.61,0
2025-09-03 10:20:00,31.55,71.52,1020.81,41.17,0
2025-09-03 10:30:00,37.38,48.69,1015.13,63.62,0
2025-09-03 10:40:00,34.29,69.8,1006.76,59.69,0
2025-09-03 10:50:00,29.2,54.45,993.49,33.38,0
2025-09-03 11:00:00,29.9,73.23,1007.85,60.24,0
2025-09-03 11:10:00,24.99,55.37,1008.81,54.35,0
2025-09-03 11:20:00,29.91,71.93,1017.34,85.0,0
2025-09-03 11:30:00,28.56,76.06,1020.71,56.06,0
2025-09-03 11:40:00,31.61,73.61,1002.52,47.88,0
2025-09-03 11:50:00,25.86,67.51,1014.41,37.15,0
2025-09-03 12:00:00,32.6,62.69,1014.12,38.84,0
2025-09-03 12:10:00,37.66,59.24,1016.59,37.61,0
2025-09-03 12:20:00,29.46,79.71,1011.99,70.57,0
2025-09-03 12:30:00,32.01,58.01,992.46,50.27,0
2025-09-03 12:40:00,33.45,54.63,1006.76,58.48,0
2025-09-03 12:50:00,27.99,71.65,998.75,72.71,0
2025-09-03 13:00:00,31.12,57.04,1006.38,14.62,0
2025-09-03 13:10:00,30.06,55.5,1015.84,69.18,0
2025-09-03 13:20:00,30.49,50.56,1010.44,50.83,0
2025-09-03 13:30:00,26.13,60.17,1017.18,56.53,0
2025-09-03 13:40:00,30.12,64.17,1010.73,37.57,0
2025-09-03 13:50:00,32.49,67.43,997.61,38.67,0
2025-09-03 14:00:00,37.26,74.51,987.83,57.33,0
2025-09-03 14:10:00,34.8,70.27,1009.19,85.77,0
2025-09-03 14:20:00,40.77,63.09,1006.29,65.05,0
2025-09-03 14:30:00,26.16,63.02,1000.18,68.98,0
2025-09-03 14:40:00,34.36,70.1,994.39,47.12,0
2025-09-03 14:50:00,30.92,77.73,1002.12,41.0,0
2025-09-03 15:00:00,40.95,66.26,1006.44,38.29,0
2025-09-03 15:10:00,25.96,60.31,1013.33,42.68,0
2025-09-03 15:20:00,25.8,55.07,1009.51,19.21,0
2025-09-03 15:30:00,27.0,50.55,1020.86,39.13,0
2025-09-03 15:40:00,19.38,71.66,999.72,41.59,0
2025-09-03 15:50:00,27.37,70.78,1015.05,47.37,0
2025-09-03 16:00:00,26.2,70.77,1008.38,51.98,0
2025-09-03 16:10:00,30.75,63.71,1013.56,55.44,0
2025-09-03 16:20:00,31.71,79.07,1004.51,49.78,0
2025-09-03 16:30:00,39.38,60.16,1016.57,41.28,0
2025-09-03 16:40:00,34.75,74.55,1010.36,20.55,0
2025-09-03 16:50:00,27.12,64.61,1002.56,41.37,0
2025-09-03 17:00:00,25.51,58.92,1007.9,35.41,0
2025-09-03 17:10:00,32.46,70.93,1006.08,56.99,0
2025-09-03 17:20:00,23.4,69.1,1011.91,63.64,0
2025-09-03 17:30:00,39.16,68.57,998.56,64.08,0
2025-09-03 17:40:00,35.9,65.81,1007.77,61.35,0
2025-09-03 17:50:00,27.65,64.62,1011.16,48.0,0
2025-09-03 18:00:00,21.43,88.88,1008.26,42.17,0
2025-09-03 18:10:00,36.77,76.84,1018.78,38.79,0
2025-09-03 18:20:00,29.43,72.23,1014.19,27.39,0
2025-09-03 18:30:00,36.19,66.12,1007.94,64.88,0
2025-09-03 18:40:00,22.03,75.07,1009.73,47.38,0
2025-09-03 18:50:00,27.0,70.18,1010.37,31.3,0
2025-09-03 19:00:00,30.03,65.26,1011.23,37.6,0
2025-09-03 19:10:00,30.23,61.96,993.39,37.0,0
2025-09-03 19:20:00,27.75,64.19,1005.59,50.65,0
2025-09-03 19:30:00,33.11,33.3,996.12,66.01,0
2025-09-03 19:40:00,24.66,67.11,1018.23,44.78,0
2025-09-03 19:50:00,29.29,60.12,1007.51,16.21,0
2025-09-03 20:00:00,30.6,80.93,1006.45,47.16,0
2025-09-03 20:10:00,32.57,65.19,1015.17,47.66,0
2025-09-03 20:20:00,33.56,53.11,1011.38,46.63,0
2025-09-03 20:30:00,24.38,64.5,998.97,40.59,0
2025-09-03 20:40:00,22.33,54.54,1007.43,53.26,0
2025-09-03 20:50:00,36.39,69.73,1005.32,50.99,0
2025-09-03 21:00:00,31.66,67.91,994.04,49.63,0
2025-09-03 21:10:00,26.26,74.58,1002.48,56.19,0
2025-09-03 21:20:00,44.6,28.83,1028.09,99.36,1
2025-09-03 21:30:00,30.58,65.34,1007.08,42.7,0
2025-09-03 21:40:00,35.9,51.35,996.14,70.7,0
2025-09-03 21:50:00,30.34,72.01,1017.21,58.39,0
2025-09-03 22:00:00,40.3,70.19,1007.18,62.4,0
2025-09-03 22:10:00,38.78,69.96,1008.3,68.39,0
2025-09-03 22:20:00,28.76,65.02,1011.21,57.89,0
2025-09-03 22:30:00,34.86,69.15,1001.7,63.93,0
2025-09-03 22:40:00,33.23,81.04,1011.65,26.31,0
2025-09-03 22:50:00,36.84,62.15,1005.06,53.06,0
2025-09-03 23:00:00,25.18,66.39,1000.83,47.26,0
2025-09-03 23:10:00,33.43,54.14,1012.59,75.17,0
2025-09-03 23:20:00,35.29,56.32,1019.93,63.91,0
2025-09-03 23:30:00,21.21,65.98,1013.8,40.54,0
2025-09-03 23:40:00,24.08,76.04,1015.38,55.59,0
2025-09-03 23:50:00,19.8,62.44,1003.83,52.52,0
2025-09-04 00:00:00,28.65,62.64,995.22,56.81,0
2025-09-04 00:10:00,33.59,60.93,1019.92,34.72,0
2025-09-04 00:20:00,37.51,59.65,1024.44,55.4,0
2025-09-04 00:30:00,30.37,67.95,1020.34,46.58,0
2025-09-04 00:40:00,38.14,50.03,1005.31,54.24,0
